"","V1"
"WilliamHenryHarrison-1_29",10
"WilliamHenryHarrison-1_30",7
"WilliamHenryHarrison-1_31",7
"WilliamHenryHarrison-1_32",4
"WilliamHenryHarrison-1_33",4
"WilliamHenryHarrison-1_34",10
"WilliamHenryHarrison-1_35",10
"WilliamHenryHarrison-1_36",10
"WilliamHenryHarrison-1_37",10
"WilliamHenryHarrison-1_38",10
"WilliamHenryHarrison-1_39",2
"WilliamHenryHarrison-1_40",10
"WilliamHenryHarrison-1_41",4
"WilliamHenryHarrison-1_42",4
"WilliamHenryHarrison-1_43",7
"WilliamHenryHarrison-1_44",4
"WilliamHenryHarrison-1_45",4
"WilliamHenryHarrison-1_46",4
"WilliamHenryHarrison-1_47",10
"WilliamHenryHarrison-1_48",5
"WilliamHenryHarrison-1_49",2
"WilliamHenryHarrison-1_50",2
"WilliamHenryHarrison-1_51",2
"WilliamHenryHarrison-1_52",11
"WilliamHenryHarrison-1_53",7
"WilliamHenryHarrison-1_54",5
"WilliamHenryHarrison-1_55",7
"WilliamHenryHarrison-1_56",7
"WilliamHenryHarrison-1_57",7
"WilliamHenryHarrison-1_58",7
"WilliamHenryHarrison-1_59",7
"WilliamHenryHarrison-1_60",7
"WilliamHenryHarrison-1_61",7
"WilliamHenryHarrison-1_62",7
"WilliamHenryHarrison-1_63",7
"WilliamHenryHarrison-1_64",7
"WilliamHenryHarrison-1_65",7
"WilliamHenryHarrison-1_66",7
"WilliamHenryHarrison-1_67",7
"WilliamHenryHarrison-1_68",7
"WilliamHenryHarrison-1_69",7
"WilliamHenryHarrison-1_70",7
"WilliamHenryHarrison-1_71",7
"WilliamHenryHarrison-1_72",7
"WilliamHenryHarrison-1_73",7
"WilliamHenryHarrison-1_74",7
"WilliamHenryHarrison-1_75",7
"WilliamHenryHarrison-1_76",7
"WilliamHenryHarrison-1_77",7
"WilliamHenryHarrison-1_78",7
"WilliamHenryHarrison-1_79",7
"WilliamHenryHarrison-1_80",8
"WilliamHenryHarrison-1_81",7
"WilliamHenryHarrison-1_82",10
"WilliamHenryHarrison-1_83",7
"WilliamHenryHarrison-1_84",7
"WilliamHenryHarrison-1_85",7
"WilliamHenryHarrison-1_86",7
"WilliamHenryHarrison-1_87",7
"WilliamHenryHarrison-1_88",10
"WilliamHenryHarrison-1_89",4
"WilliamHenryHarrison-1_90",10
"WilliamHenryHarrison-1_91",10
"WilliamHenryHarrison-1_92",10
"WilliamHenryHarrison-1_93",10
"WilliamHenryHarrison-1_94",10
"WilliamHenryHarrison-1_95",10
"WilliamHenryHarrison-1_96",10
"WilliamHenryHarrison-1_97",10
"WilliamHenryHarrison-1_98",10
"WilliamHenryHarrison-1_99",10
"WilliamHenryHarrison-1_100",10
"WilliamHenryHarrison-1_101",7
"WilliamHenryHarrison-1_102",7
"WilliamHenryHarrison-1_103",7
"WilliamHenryHarrison-1_104",7
"WilliamHenryHarrison-1_105",10
"WilliamHenryHarrison-1_106",5
"WilliamHenryHarrison-1_107",1
"WilliamHenryHarrison-1_108",1
"WilliamHenryHarrison-1_109",1
"WilliamHenryHarrison-1_110",1
"WilliamHenryHarrison-1_111",7
"WilliamHenryHarrison-1_112",7
"WilliamHenryHarrison-1_113",7
"WilliamHenryHarrison-1_114",7
"WilliamHenryHarrison-1_115",7
"WilliamHenryHarrison-1_116",7
"WilliamHenryHarrison-1_117",7
"WilliamHenryHarrison-1_118",7
"WilliamHenryHarrison-1_119",7
"WilliamHenryHarrison-1_120",7
"WilliamHenryHarrison-1_121",8
"WilliamHenryHarrison-1_122",12
"WilliamHenryHarrison-1_123",7
"WilliamHenryHarrison-1_124",7
"WilliamHenryHarrison-1_125",7
"WilliamHenryHarrison-1_126",7
"WilliamHenryHarrison-1_127",8
"WilliamHenryHarrison-1_128",7
"WilliamHenryHarrison-1_129",7
"WilliamHenryHarrison-1_130",7
"WilliamHenryHarrison-1_131",7
"WilliamHenryHarrison-1_132",7
"WilliamHenryHarrison-1_133",1
"WilliamHenryHarrison-1_134",1
"WilliamHenryHarrison-1_135",1
"WilliamHenryHarrison-1_136",1
"WilliamHenryHarrison-1_137",2
"WilliamHenryHarrison-1_138",2
"WilliamHenryHarrison-1_139",2
"WilliamHenryHarrison-1_140",8
"WilliamHenryHarrison-1_141",8
"WilliamHenryHarrison-1_142",8
"WilliamHenryHarrison-1_143",8
"WilliamHenryHarrison-1_144",4
"WilliamHenryHarrison-1_145",11
"WilliamHenryHarrison-1_146",7
"WilliamHenryHarrison-1_147",7
"WilliamHenryHarrison-1_148",7
"WilliamHenryHarrison-1_149",7
"WilliamHenryHarrison-1_150",10
"WilliamHenryHarrison-1_151",10
"WilliamHenryHarrison-1_152",10
"WilliamHenryHarrison-1_153",7
"WilliamHenryHarrison-1_154",8
"WilliamHenryHarrison-1_155",10
"WilliamHenryHarrison-1_156",10
"WilliamHenryHarrison-1_157",8
"WilliamHenryHarrison-1_158",8
"WilliamHenryHarrison-1_159",8
"WilliamHenryHarrison-1_160",8
"WilliamHenryHarrison-1_161",8
"WilliamHenryHarrison-1_162",8
"WilliamHenryHarrison-1_163",8
"WilliamHenryHarrison-1_164",8
"WilliamHenryHarrison-1_165",8
"WilliamHenryHarrison-1_166",10
"WilliamHenryHarrison-1_167",10
"WilliamHenryHarrison-1_168",10
"WilliamHenryHarrison-1_169",10
"WilliamHenryHarrison-1_170",15
"WilliamHenryHarrison-1_171",15
"WilliamHenryHarrison-1_172",10
"WilliamHenryHarrison-1_173",10
"WilliamHenryHarrison-1_174",10
"WilliamHenryHarrison-1_175",10
"WilliamHenryHarrison-1_176",10
"WilliamHenryHarrison-1_177",10
"WilliamHenryHarrison-1_178",10
"WilliamHenryHarrison-1_179",10
"WilliamHenryHarrison-1_180",10
"WilliamHenryHarrison-1_181",1
"WilliamHenryHarrison-1_182",1
"WilliamHenryHarrison-1_183",1
"WilliamHenryHarrison-1_184",4
"WilliamHenryHarrison-1_185",2
"WilliamHenryHarrison-1_186",4
"WilliamHenryHarrison-1_187",2
"WilliamHenryHarrison-1_188",2
"WilliamHenryHarrison-1_189",2
"WilliamHenryHarrison-1_190",2
"WilliamHenryHarrison-1_191",6
"WilliamHenryHarrison-1_192",2
"WilliamHenryHarrison-1_193",6
"WilliamHenryHarrison-1_194",6
"WilliamHenryHarrison-1_195",6
"WilliamHenryHarrison-1_196",6
"WilliamHenryHarrison-1_197",6
"WilliamHenryHarrison-1_198",6
"WilliamHenryHarrison-1_199",2
"WilliamHenryHarrison-1_200",2
"WilliamHenryHarrison-1_201",2
"WilliamHenryHarrison-1_202",2
"WilliamHenryHarrison-1_203",2
"WilliamHenryHarrison-1_204",2
"WilliamHenryHarrison-1_205",2
"WilliamHenryHarrison-1_206",15
"WilliamHenryHarrison-1_207",15
"WilliamHenryHarrison-1_208",15
"WilliamHenryHarrison-1_209",15
"WilliamHenryHarrison-1_210",15
"WilliamHenryHarrison-1_211",10
"WilliamHenryHarrison-1_212",8
"WilliamHenryHarrison-1_213",1
"WilliamHenryHarrison-1_214",6
"WilliamHenryHarrison-1_215",6
"WilliamHenryHarrison-1_216",13
"WilliamHenryHarrison-1_217",13
"WilliamHenryHarrison-1_218",13
"WilliamHenryHarrison-1_219",2
"WilliamHenryHarrison-1_220",2
"WilliamHenryHarrison-1_221",2
"WilliamHenryHarrison-1_222",4
"WilliamHenryHarrison-1_223",2
"WilliamHenryHarrison-1_224",1
"WilliamHenryHarrison-1_225",2
"WilliamHenryHarrison-1_226",8
"WilliamHenryHarrison-1_227",15
"WilliamHenryHarrison-1_228",8
"WilliamHenryHarrison-1_229",5
"WilliamHenryHarrison-1_230",5
"WilliamHenryHarrison-1_231",5
"WilliamHenryHarrison-1_232",4
"WilliamHenryHarrison-1_233",4
"WilliamHenryHarrison-1_234",5
"JamesKPolk-1_2",5
"JamesKPolk-1_3",5
"JamesKPolk-1_4",5
"JamesKPolk-1_5",5
"JamesKPolk-1_6",5
"JamesKPolk-1_7",5
"JamesKPolk-1_8",5
"JamesKPolk-1_9",10
"JamesKPolk-1_10",10
"JamesKPolk-1_11",10
"JamesKPolk-1_12",10
"JamesKPolk-1_13",10
"JamesKPolk-1_14",10
"JamesKPolk-1_15",10
"JamesKPolk-1_16",10
"JamesKPolk-1_17",10
"JamesKPolk-1_18",10
"JamesKPolk-1_19",10
"JamesKPolk-1_20",6
"JamesKPolk-1_21",6
"JamesKPolk-1_22",6
"JamesKPolk-1_23",6
"JamesKPolk-1_24",6
"JamesKPolk-1_25",3
"JamesKPolk-1_26",6
"JamesKPolk-1_27",4
"JamesKPolk-1_28",10
"JamesKPolk-1_29",4
"JamesKPolk-1_30",10
"JamesKPolk-1_31",10
"JamesKPolk-1_32",10
"JamesKPolk-1_33",7
"JamesKPolk-1_34",7
"JamesKPolk-1_35",7
"JamesKPolk-1_36",7
"JamesKPolk-1_37",7
"JamesKPolk-1_38",10
"JamesKPolk-1_39",10
"JamesKPolk-1_40",10
"JamesKPolk-1_41",10
"JamesKPolk-1_42",10
"JamesKPolk-1_43",11
"JamesKPolk-1_44",9
"JamesKPolk-1_45",9
"JamesKPolk-1_46",4
"JamesKPolk-1_47",12
"JamesKPolk-1_48",12
"JamesKPolk-1_49",15
"JamesKPolk-1_50",10
"JamesKPolk-1_51",10
"JamesKPolk-1_52",10
"JamesKPolk-1_53",10
"JamesKPolk-1_54",10
"JamesKPolk-1_55",2
"JamesKPolk-1_56",6
"JamesKPolk-1_57",5
"JamesKPolk-1_58",6
"JamesKPolk-1_59",14
"JamesKPolk-1_60",10
"JamesKPolk-1_61",10
"JamesKPolk-1_62",10
"JamesKPolk-1_63",10
"JamesKPolk-1_64",10
"JamesKPolk-1_65",10
"JamesKPolk-1_66",10
"JamesKPolk-1_67",10
"JamesKPolk-1_68",10
"JamesKPolk-1_69",10
"JamesKPolk-1_70",10
"JamesKPolk-1_71",10
"JamesKPolk-1_72",10
"JamesKPolk-1_73",10
"JamesKPolk-1_74",10
"JamesKPolk-1_75",1
"JamesKPolk-1_76",1
"JamesKPolk-1_77",1
"JamesKPolk-1_78",10
"JamesKPolk-1_79",4
"JamesKPolk-1_80",1
"JamesKPolk-1_81",1
"JamesKPolk-1_82",1
"JamesKPolk-1_83",1
"JamesKPolk-1_84",1
"JamesKPolk-1_85",1
"JamesKPolk-1_86",1
"JamesKPolk-1_87",1
"JamesKPolk-1_88",1
"JamesKPolk-1_89",8
"JamesKPolk-1_90",8
"JamesKPolk-1_91",8
"JamesKPolk-1_92",1
"JamesKPolk-1_93",1
"JamesKPolk-1_94",1
"JamesKPolk-1_95",1
"JamesKPolk-1_96",1
"JamesKPolk-1_97",1
"JamesKPolk-1_98",1
"JamesKPolk-1_99",1
"JamesKPolk-1_100",1
"JamesKPolk-1_101",1
"JamesKPolk-1_102",12
"JamesKPolk-1_103",12
"JamesKPolk-1_104",12
"JamesKPolk-1_105",12
"JamesKPolk-1_106",8
"JamesKPolk-1_107",1
"JamesKPolk-1_108",1
"JamesKPolk-1_109",1
"JamesKPolk-1_110",15
"JamesKPolk-1_111",1
"JamesKPolk-1_112",10
"JamesKPolk-1_113",10
"JamesKPolk-1_114",11
"JamesKPolk-1_115",10
"JamesKPolk-1_116",10
"JamesKPolk-1_117",10
"JamesKPolk-1_118",10
"JamesKPolk-1_119",10
"JamesKPolk-1_120",10
"JamesKPolk-1_121",11
"JamesKPolk-1_122",11
"JamesKPolk-1_123",11
"JamesKPolk-1_124",11
"JamesKPolk-1_125",10
"JamesKPolk-1_126",11
"JamesKPolk-1_127",11
"JamesKPolk-1_128",11
"JamesKPolk-1_129",11
"JamesKPolk-1_130",10
"JamesKPolk-1_131",11
"JamesKPolk-1_132",11
"JamesKPolk-1_133",11
"JamesKPolk-1_134",11
"JamesKPolk-1_135",2
"JamesKPolk-1_136",15
"JamesKPolk-1_137",11
"JamesKPolk-1_138",10
"JamesKPolk-1_139",10
"JamesKPolk-1_140",10
"JamesKPolk-1_141",10
"JamesKPolk-1_142",10
"JamesKPolk-1_143",10
"JamesKPolk-1_144",10
"JamesKPolk-1_145",11
"JamesKPolk-1_146",11
"JamesKPolk-1_147",11
"JamesKPolk-1_148",11
"JamesKPolk-1_149",12
"JamesKPolk-1_150",11
"JamesKPolk-1_151",11
"JamesKPolk-1_152",10
"JamesKPolk-1_153",15
"JamesKPolk-1_154",15
"JamesKPolk-1_155",15
"JamesKPolk-1_156",1
"JamesKPolk-1_157",1
"JamesKPolk-1_158",1
"JamesKPolk-1_159",5
"JamesKPolk-1_160",5
"ZacharyTaylor-1_2",5
"ZacharyTaylor-1_3",5
"ZacharyTaylor-1_4",5
"ZacharyTaylor-1_5",5
"ZacharyTaylor-1_6",5
"ZacharyTaylor-1_7",5
"ZacharyTaylor-1_8",5
"ZacharyTaylor-1_9",4
"ZacharyTaylor-1_10",11
"ZacharyTaylor-1_11",10
"ZacharyTaylor-1_12",5
"ZacharyTaylor-1_13",5
"ZacharyTaylor-1_14",5
"ZacharyTaylor-1_15",5
"ZacharyTaylor-1_16",15
"ZacharyTaylor-1_17",15
"ZacharyTaylor-1_18",15
"ZacharyTaylor-1_19",15
"ZacharyTaylor-1_20",5
"ZacharyTaylor-1_21",5
"ZacharyTaylor-1_22",1
"ZacharyTaylor-1_23",1
"ZacharyTaylor-1_24",1
"ZacharyTaylor-1_25",10
"ZacharyTaylor-1_26",4
"ZacharyTaylor-1_27",4
"FranklinPierce-1_2",5
"FranklinPierce-1_3",5
"FranklinPierce-1_4",5
"FranklinPierce-1_5",5
"FranklinPierce-1_6",5
"FranklinPierce-1_7",5
"FranklinPierce-1_8",11
"FranklinPierce-1_9",11
"FranklinPierce-1_10",11
"FranklinPierce-1_11",13
"FranklinPierce-1_12",13
"FranklinPierce-1_13",4
"FranklinPierce-1_14",4
"FranklinPierce-1_15",4
"FranklinPierce-1_16",13
"FranklinPierce-1_17",2
"FranklinPierce-1_18",2
"FranklinPierce-1_19",2
"FranklinPierce-1_20",2
"FranklinPierce-1_21",2
"FranklinPierce-1_22",2
"FranklinPierce-1_23",14
"FranklinPierce-1_24",14
"FranklinPierce-1_25",14
"FranklinPierce-1_26",14
"FranklinPierce-1_27",6
"FranklinPierce-1_28",14
"FranklinPierce-1_29",4
"FranklinPierce-1_30",4
"FranklinPierce-1_31",4
"FranklinPierce-1_32",11
"FranklinPierce-1_33",11
"FranklinPierce-1_34",11
"FranklinPierce-1_35",10
"FranklinPierce-1_36",10
"FranklinPierce-1_37",15
"FranklinPierce-1_38",15
"FranklinPierce-1_39",15
"FranklinPierce-1_40",15
"FranklinPierce-1_41",7
"FranklinPierce-1_42",2
"FranklinPierce-1_43",7
"FranklinPierce-1_44",15
"FranklinPierce-1_45",3
"FranklinPierce-1_46",1
"FranklinPierce-1_47",3
"FranklinPierce-1_48",3
"FranklinPierce-1_49",15
"FranklinPierce-1_50",15
"FranklinPierce-1_51",15
"FranklinPierce-1_52",15
"FranklinPierce-1_53",15
"FranklinPierce-1_54",15
"FranklinPierce-1_55",15
"FranklinPierce-1_56",15
"FranklinPierce-1_57",15
"FranklinPierce-1_58",2
"FranklinPierce-1_59",3
"FranklinPierce-1_60",15
"FranklinPierce-1_61",10
"FranklinPierce-1_62",11
"FranklinPierce-1_63",11
"FranklinPierce-1_64",11
"FranklinPierce-1_65",11
"FranklinPierce-1_66",3
"FranklinPierce-1_67",5
"FranklinPierce-1_68",5
"FranklinPierce-1_69",5
"FranklinPierce-1_70",8
"FranklinPierce-1_71",8
"FranklinPierce-1_72",8
"FranklinPierce-1_73",5
"FranklinPierce-1_74",5
"FranklinPierce-1_75",5
"FranklinPierce-1_76",5
"FranklinPierce-1_77",3
"FranklinPierce-1_78",7
"FranklinPierce-1_79",10
"FranklinPierce-1_80",10
"FranklinPierce-1_81",10
"FranklinPierce-1_82",10
"FranklinPierce-1_83",10
"FranklinPierce-1_84",10
"FranklinPierce-1_85",10
"FranklinPierce-1_86",7
"FranklinPierce-1_87",14
"FranklinPierce-1_88",14
"FranklinPierce-1_89",12
"FranklinPierce-1_90",14
"FranklinPierce-1_91",9
"FranklinPierce-1_92",2
"FranklinPierce-1_93",2
"FranklinPierce-1_94",2
"FranklinPierce-1_95",2
"FranklinPierce-1_96",4
"FranklinPierce-1_97",10
"FranklinPierce-1_98",10
"FranklinPierce-1_99",10
"FranklinPierce-1_100",7
"FranklinPierce-1_101",7
"FranklinPierce-1_102",7
"FranklinPierce-1_103",5
"FranklinPierce-1_104",14
"FranklinPierce-1_105",6
"FranklinPierce-1_106",4
"FranklinPierce-1_107",4
"FranklinPierce-1_108",4
"FranklinPierce-1_109",4
"FranklinPierce-1_110",4
"FranklinPierce-1_111",9
"JamesBuchanan-1_2",5
"JamesBuchanan-1_3",5
"JamesBuchanan-1_4",4
"JamesBuchanan-1_5",4
"JamesBuchanan-1_6",4
"JamesBuchanan-1_7",3
"JamesBuchanan-1_8",7
"JamesBuchanan-1_9",7
"JamesBuchanan-1_10",10
"JamesBuchanan-1_11",10
"JamesBuchanan-1_12",7
"JamesBuchanan-1_13",7
"JamesBuchanan-1_14",7
"JamesBuchanan-1_15",7
"JamesBuchanan-1_16",7
"JamesBuchanan-1_17",7
"JamesBuchanan-1_18",7
"JamesBuchanan-1_19",7
"JamesBuchanan-1_20",2
"JamesBuchanan-1_21",7
"JamesBuchanan-1_22",11
"JamesBuchanan-1_23",2
"JamesBuchanan-1_24",8
"JamesBuchanan-1_25",2
"JamesBuchanan-1_26",8
"JamesBuchanan-1_27",13
"JamesBuchanan-1_28",8
"JamesBuchanan-1_29",8
"JamesBuchanan-1_30",8
"JamesBuchanan-1_31",8
"JamesBuchanan-1_32",4
"JamesBuchanan-1_33",4
"JamesBuchanan-1_34",4
"JamesBuchanan-1_35",2
"JamesBuchanan-1_36",11
"JamesBuchanan-1_37",11
"JamesBuchanan-1_38",11
"JamesBuchanan-1_39",6
"JamesBuchanan-1_40",10
"JamesBuchanan-1_41",10
"JamesBuchanan-1_42",1
"JamesBuchanan-1_43",1
"JamesBuchanan-1_44",1
"JamesBuchanan-1_45",1
"JamesBuchanan-1_46",1
"JamesBuchanan-1_47",1
"JamesBuchanan-1_48",1
"JamesBuchanan-1_49",11
"JamesBuchanan-1_50",1
"JamesBuchanan-1_51",1
"JamesBuchanan-1_52",1
"JamesBuchanan-1_53",1
"JamesBuchanan-1_54",1
"JamesBuchanan-1_55",1
"JamesBuchanan-1_56",1
"JamesBuchanan-1_57",12
"JamesBuchanan-1_58",9
"JamesBuchanan-1_59",8
"JamesBuchanan-1_60",8
"JamesBuchanan-1_61",10
"JamesBuchanan-1_62",10
"JamesBuchanan-1_63",10
"JamesBuchanan-1_64",7
"JamesBuchanan-1_65",11
"JamesBuchanan-1_66",11
"JamesBuchanan-1_67",11
"JamesBuchanan-1_68",11
"JamesBuchanan-1_69",11
"JamesBuchanan-1_70",11
"JamesBuchanan-1_71",11
"JamesBuchanan-1_72",11
"JamesBuchanan-1_73",11
"JamesBuchanan-1_74",11
"JamesBuchanan-1_75",4
"JamesBuchanan-1_76",4
"JamesBuchanan-1_77",15
"JamesBuchanan-1_78",15
"JamesBuchanan-1_79",15
"JamesBuchanan-1_80",15
"JamesBuchanan-1_81",15
"JamesBuchanan-1_82",15
"JamesBuchanan-1_83",15
"JamesBuchanan-1_84",15
"JamesBuchanan-1_85",11
"JamesBuchanan-1_86",15
"JamesBuchanan-1_87",15
"JamesBuchanan-1_88",12
"JamesBuchanan-1_89",12
"AbrahamLincoln-1_2",4
"AbrahamLincoln-1_3",4
"AbrahamLincoln-1_4",2
"AbrahamLincoln-1_5",6
"AbrahamLincoln-1_6",10
"AbrahamLincoln-1_7",10
"AbrahamLincoln-1_8",7
"AbrahamLincoln-1_9",7
"AbrahamLincoln-1_10",7
"AbrahamLincoln-1_11",7
"AbrahamLincoln-1_12",7
"AbrahamLincoln-1_13",7
"AbrahamLincoln-1_14",7
"AbrahamLincoln-1_15",8
"AbrahamLincoln-1_16",8
"AbrahamLincoln-1_17",7
"AbrahamLincoln-1_18",8
"AbrahamLincoln-1_19",8
"AbrahamLincoln-1_20",8
"AbrahamLincoln-1_21",8
"AbrahamLincoln-1_22",8
"AbrahamLincoln-1_23",8
"AbrahamLincoln-1_24",8
"AbrahamLincoln-1_25",7
"AbrahamLincoln-1_26",7
"AbrahamLincoln-1_27",7
"AbrahamLincoln-1_28",7
"AbrahamLincoln-1_29",4
"AbrahamLincoln-1_30",4
"AbrahamLincoln-1_31",4
"AbrahamLincoln-1_32",10
"AbrahamLincoln-1_33",10
"AbrahamLincoln-1_34",10
"AbrahamLincoln-1_35",7
"AbrahamLincoln-1_36",7
"AbrahamLincoln-1_37",7
"AbrahamLincoln-1_38",10
"AbrahamLincoln-1_39",7
"AbrahamLincoln-1_40",10
"AbrahamLincoln-1_41",11
"AbrahamLincoln-1_42",11
"AbrahamLincoln-1_43",10
"AbrahamLincoln-1_44",10
"AbrahamLincoln-1_45",10
"AbrahamLincoln-1_46",7
"AbrahamLincoln-1_47",7
"AbrahamLincoln-1_48",7
"AbrahamLincoln-1_49",5
"AbrahamLincoln-1_50",5
"AbrahamLincoln-1_51",5
"AbrahamLincoln-1_52",5
"AbrahamLincoln-1_53",10
"AbrahamLincoln-1_54",11
"AbrahamLincoln-1_55",10
"AbrahamLincoln-1_56",10
"AbrahamLincoln-1_57",1
"AbrahamLincoln-1_58",8
"AbrahamLincoln-1_59",3
"AbrahamLincoln-1_60",8
"AbrahamLincoln-1_61",3
"AbrahamLincoln-1_62",8
"AbrahamLincoln-1_63",2
"AbrahamLincoln-1_64",2
"AbrahamLincoln-1_65",2
"AbrahamLincoln-1_66",10
"AbrahamLincoln-1_67",10
"AbrahamLincoln-1_68",2
"AbrahamLincoln-1_69",2
"AbrahamLincoln-1_70",10
"AbrahamLincoln-1_71",8
"AbrahamLincoln-1_72",7
"AbrahamLincoln-1_73",7
"AbrahamLincoln-1_74",7
"AbrahamLincoln-1_75",7
"AbrahamLincoln-1_76",8
"AbrahamLincoln-1_77",8
"AbrahamLincoln-1_78",10
"AbrahamLincoln-1_79",7
"AbrahamLincoln-1_80",10
"AbrahamLincoln-1_81",7
"AbrahamLincoln-1_82",7
"AbrahamLincoln-1_83",8
"AbrahamLincoln-1_84",7
"AbrahamLincoln-1_85",8
"AbrahamLincoln-1_86",8
"AbrahamLincoln-1_87",10
"AbrahamLincoln-1_88",3
"AbrahamLincoln-1_89",10
"AbrahamLincoln-1_90",2
"AbrahamLincoln-1_91",7
"AbrahamLincoln-1_92",7
"AbrahamLincoln-1_93",7
"AbrahamLincoln-1_94",7
"AbrahamLincoln-1_95",7
"AbrahamLincoln-1_96",7
"AbrahamLincoln-1_97",7
"AbrahamLincoln-1_98",7
"AbrahamLincoln-1_99",8
"AbrahamLincoln-1_100",7
"AbrahamLincoln-1_101",8
"AbrahamLincoln-1_102",7
"AbrahamLincoln-1_103",8
"AbrahamLincoln-1_104",8
"AbrahamLincoln-1_105",8
"AbrahamLincoln-1_106",8
"AbrahamLincoln-1_107",2
"AbrahamLincoln-1_108",2
"AbrahamLincoln-1_109",3
"AbrahamLincoln-1_110",3
"AbrahamLincoln-1_111",2
"AbrahamLincoln-1_112",2
"AbrahamLincoln-1_113",2
"AbrahamLincoln-1_114",2
"AbrahamLincoln-1_115",7
"AbrahamLincoln-1_116",10
"AbrahamLincoln-1_117",10
"AbrahamLincoln-1_118",8
"AbrahamLincoln-1_119",7
"AbrahamLincoln-1_120",7
"AbrahamLincoln-1_121",7
"AbrahamLincoln-1_122",7
"AbrahamLincoln-1_123",7
"AbrahamLincoln-1_124",4
"AbrahamLincoln-1_125",5
"AbrahamLincoln-1_126",10
"AbrahamLincoln-1_127",15
"AbrahamLincoln-1_128",8
"AbrahamLincoln-1_129",1
"AbrahamLincoln-1_130",2
"AbrahamLincoln-1_131",2
"AbrahamLincoln-1_132",2
"AbrahamLincoln-1_133",2
"AbrahamLincoln-1_134",2
"AbrahamLincoln-1_135",2
"AbrahamLincoln-1_136",10
"AbrahamLincoln-1_137",7
"AbrahamLincoln-1_138",4
"AbrahamLincoln-1_139",13
"AbrahamLincoln-1_140",4
"AbrahamLincoln-1_141",13
"AbrahamLincoln-1_142",5
"AbrahamLincoln-1_143",5
"AbrahamLincoln-1_144",5
"AbrahamLincoln-1_145",6
"AbrahamLincoln-1_146",8
"AbrahamLincoln-1_147",3
"AbrahamLincoln-2_2",13
"AbrahamLincoln-2_3",1
"AbrahamLincoln-2_4",13
"AbrahamLincoln-2_5",11
"AbrahamLincoln-2_6",4
"AbrahamLincoln-2_7",8
"AbrahamLincoln-2_8",8
"AbrahamLincoln-2_9",8
"AbrahamLincoln-2_10",8
"AbrahamLincoln-2_11",8
"AbrahamLincoln-2_12",11
"AbrahamLincoln-2_13",11
"AbrahamLincoln-2_14",11
"AbrahamLincoln-2_15",4
"AbrahamLincoln-2_16",4
"AbrahamLincoln-2_17",13
"AbrahamLincoln-2_18",13
"AbrahamLincoln-2_19",13
"AbrahamLincoln-2_20",13
"AbrahamLincoln-2_21",5
"AbrahamLincoln-2_22",3
"AbrahamLincoln-2_23",3
"AbrahamLincoln-2_24",3
"AbrahamLincoln-2_25",13
"AbrahamLincoln-2_26",13
"UlyssesSGrant-1_2",8
"UlyssesSGrant-1_3",5
"UlyssesSGrant-1_4",5
"UlyssesSGrant-1_5",5
"UlyssesSGrant-1_6",7
"UlyssesSGrant-1_7",7
"UlyssesSGrant-1_8",7
"UlyssesSGrant-1_9",7
"UlyssesSGrant-1_10",7
"UlyssesSGrant-1_11",7
"UlyssesSGrant-1_12",8
"UlyssesSGrant-1_13",3
"UlyssesSGrant-1_14",8
"UlyssesSGrant-1_15",8
"UlyssesSGrant-1_16",1
"UlyssesSGrant-1_17",1
"UlyssesSGrant-1_18",1
"UlyssesSGrant-1_19",1
"UlyssesSGrant-1_20",1
"UlyssesSGrant-1_21",1
"UlyssesSGrant-1_22",1
"UlyssesSGrant-1_23",1
"UlyssesSGrant-1_24",1
"UlyssesSGrant-1_25",1
"UlyssesSGrant-1_26",1
"UlyssesSGrant-1_27",15
"UlyssesSGrant-1_28",6
"UlyssesSGrant-1_29",6
"UlyssesSGrant-1_30",1
"UlyssesSGrant-1_31",1
"UlyssesSGrant-1_32",1
"UlyssesSGrant-1_33",7
"UlyssesSGrant-1_34",5
"UlyssesSGrant-1_35",15
"UlyssesSGrant-1_36",15
"UlyssesSGrant-1_37",15
"UlyssesSGrant-1_38",15
"UlyssesSGrant-1_39",15
"UlyssesSGrant-1_40",8
"UlyssesSGrant-1_41",8
"UlyssesSGrant-1_42",8
"UlyssesSGrant-1_43",13
"UlyssesSGrant-2_2",3
"UlyssesSGrant-2_3",5
"UlyssesSGrant-2_4",13
"UlyssesSGrant-2_5",12
"UlyssesSGrant-2_6",1
"UlyssesSGrant-2_7",5
"UlyssesSGrant-2_8",5
"UlyssesSGrant-2_9",11
"UlyssesSGrant-2_10",11
"UlyssesSGrant-2_11",11
"UlyssesSGrant-2_12",11
"UlyssesSGrant-2_13",7
"UlyssesSGrant-2_14",2
"UlyssesSGrant-2_15",12
"UlyssesSGrant-2_16",3
"UlyssesSGrant-2_17",8
"UlyssesSGrant-2_18",8
"UlyssesSGrant-2_19",8
"UlyssesSGrant-2_20",8
"UlyssesSGrant-2_21",4
"UlyssesSGrant-2_22",7
"UlyssesSGrant-2_23",11
"UlyssesSGrant-2_24",11
"UlyssesSGrant-2_25",6
"UlyssesSGrant-2_26",8
"UlyssesSGrant-2_27",1
"UlyssesSGrant-2_28",12
"UlyssesSGrant-2_29",12
"UlyssesSGrant-2_30",12
"UlyssesSGrant-2_31",12
"UlyssesSGrant-2_32",12
"UlyssesSGrant-2_33",11
"UlyssesSGrant-2_34",11
