"","V1"
"WilliamHowardTaft-1_91",11
"WilliamHowardTaft-1_92",11
"WilliamHowardTaft-1_93",11
"WilliamHowardTaft-1_94",11
"WilliamHowardTaft-1_95",11
"WilliamHowardTaft-1_96",11
"WilliamHowardTaft-1_97",11
"WilliamHowardTaft-1_98",3
"WilliamHowardTaft-1_99",3
"WilliamHowardTaft-1_100",12
"WilliamHowardTaft-1_101",12
"WilliamHowardTaft-1_102",12
"WilliamHowardTaft-1_103",12
"WilliamHowardTaft-1_104",12
"WilliamHowardTaft-1_105",8
"WilliamHowardTaft-1_106",8
"WilliamHowardTaft-1_107",4
"WilliamHowardTaft-1_108",8
"WilliamHowardTaft-1_109",8
"WilliamHowardTaft-1_110",8
"WilliamHowardTaft-1_111",8
"WilliamHowardTaft-1_112",8
"WilliamHowardTaft-1_113",8
"WilliamHowardTaft-1_114",8
"WilliamHowardTaft-1_115",7
"WilliamHowardTaft-1_116",7
"WilliamHowardTaft-1_117",7
"WilliamHowardTaft-1_118",10
"WilliamHowardTaft-1_119",8
"WilliamHowardTaft-1_120",8
"WilliamHowardTaft-1_121",8
"WilliamHowardTaft-1_122",8
"WilliamHowardTaft-1_123",8
"WilliamHowardTaft-1_124",8
"WilliamHowardTaft-1_125",10
"WilliamHowardTaft-1_126",7
"WilliamHowardTaft-1_127",7
"WilliamHowardTaft-1_128",2
"WilliamHowardTaft-1_129",7
"WilliamHowardTaft-1_130",7
"WilliamHowardTaft-1_131",8
"WilliamHowardTaft-1_132",8
"WilliamHowardTaft-1_133",12
"WilliamHowardTaft-1_134",8
"WilliamHowardTaft-1_135",8
"WilliamHowardTaft-1_136",5
"WilliamHowardTaft-1_137",5
"WilliamHowardTaft-1_138",8
"WilliamHowardTaft-1_139",8
"WilliamHowardTaft-1_140",8
"WilliamHowardTaft-1_141",8
"WilliamHowardTaft-1_142",8
"WilliamHowardTaft-1_143",8
"WilliamHowardTaft-1_144",8
"WilliamHowardTaft-1_145",8
"WilliamHowardTaft-1_146",7
"WilliamHowardTaft-1_147",7
"WilliamHowardTaft-1_148",7
"WilliamHowardTaft-1_149",7
"WilliamHowardTaft-1_150",7
"WilliamHowardTaft-1_151",7
"WilliamHowardTaft-1_152",7
"WilliamHowardTaft-1_153",7
"WilliamHowardTaft-1_154",7
"WilliamHowardTaft-1_155",7
"WilliamHowardTaft-1_156",7
"WilliamHowardTaft-1_157",7
"WilliamHowardTaft-1_158",7
"WilliamHowardTaft-1_159",7
"WilliamHowardTaft-1_160",8
"WilliamHowardTaft-1_161",8
"WilliamHowardTaft-1_162",7
"WilliamHowardTaft-1_163",7
"WilliamHowardTaft-1_164",7
"WilliamHowardTaft-1_165",7
"WilliamHowardTaft-1_166",7
"WoodrowWilson-1_2",13
"WoodrowWilson-1_3",6
"WoodrowWilson-1_4",13
"WoodrowWilson-1_5",13
"WoodrowWilson-1_6",13
"WoodrowWilson-1_7",7
"WoodrowWilson-1_8",7
"WoodrowWilson-1_9",8
"WoodrowWilson-1_10",8
"WoodrowWilson-1_11",12
"WoodrowWilson-1_12",2
"WoodrowWilson-1_13",2
"WoodrowWilson-1_14",2
"WoodrowWilson-1_15",2
"WoodrowWilson-1_16",2
"WoodrowWilson-1_17",6
"WoodrowWilson-1_18",12
"WoodrowWilson-1_19",6
"WoodrowWilson-1_20",6
"WoodrowWilson-1_21",6
"WoodrowWilson-1_22",6
"WoodrowWilson-1_23",1
"WoodrowWilson-1_24",12
"WoodrowWilson-1_25",12
"WoodrowWilson-1_26",12
"WoodrowWilson-1_27",12
"WoodrowWilson-1_28",12
"WoodrowWilson-1_29",2
"WoodrowWilson-1_30",12
"WoodrowWilson-1_31",14
"WoodrowWilson-1_32",6
"WoodrowWilson-1_33",8
"WoodrowWilson-1_34",14
"WoodrowWilson-1_35",14
"WoodrowWilson-1_36",15
"WoodrowWilson-1_37",2
"WoodrowWilson-1_38",2
"WoodrowWilson-1_39",12
"WoodrowWilson-1_40",2
"WoodrowWilson-1_41",12
"WoodrowWilson-1_42",9
"WoodrowWilson-1_43",1
"WoodrowWilson-1_44",1
"WoodrowWilson-1_45",12
"WoodrowWilson-1_46",12
"WoodrowWilson-1_47",12
"WoodrowWilson-1_48",12
"WoodrowWilson-1_49",12
"WoodrowWilson-1_50",15
"WoodrowWilson-1_51",5
"WoodrowWilson-1_52",2
"WoodrowWilson-1_53",2
"WoodrowWilson-1_54",2
"WoodrowWilson-1_55",7
"WoodrowWilson-1_56",7
"WoodrowWilson-1_57",7
"WoodrowWilson-1_58",6
"WoodrowWilson-1_59",14
"WoodrowWilson-1_60",8
"WoodrowWilson-1_61",1
"WoodrowWilson-1_62",2
"WoodrowWilson-1_63",15
"WoodrowWilson-1_64",2
"WoodrowWilson-1_65",14
"WoodrowWilson-1_66",14
"WoodrowWilson-1_67",14
"WoodrowWilson-1_68",14
"WoodrowWilson-1_69",5
"WoodrowWilson-1_70",13
"WoodrowWilson-1_71",13
"WoodrowWilson-1_72",6
"WoodrowWilson-1_73",14
"WoodrowWilson-1_74",14
"WoodrowWilson-1_75",14
"WoodrowWilson-1_76",4
"WoodrowWilson-1_77",2
"WoodrowWilson-2_2",4
"WoodrowWilson-2_3",6
"WoodrowWilson-2_4",8
"WoodrowWilson-2_5",4
"WoodrowWilson-2_6",13
"WoodrowWilson-2_7",3
"WoodrowWilson-2_8",7
"WoodrowWilson-2_9",7
"WoodrowWilson-2_10",6
"WoodrowWilson-2_11",2
"WoodrowWilson-2_12",6
"WoodrowWilson-2_13",2
"WoodrowWilson-2_14",2
"WoodrowWilson-2_15",1
"WoodrowWilson-2_16",1
"WoodrowWilson-2_17",1
"WoodrowWilson-2_18",6
"WoodrowWilson-2_19",2
"WoodrowWilson-2_20",2
"WoodrowWilson-2_21",2
"WoodrowWilson-2_22",2
"WoodrowWilson-2_23",2
"WoodrowWilson-2_24",2
"WoodrowWilson-2_25",2
"WoodrowWilson-2_26",2
"WoodrowWilson-2_27",2
"WoodrowWilson-2_28",2
"WoodrowWilson-2_29",3
"WoodrowWilson-2_30",15
"WoodrowWilson-2_31",2
"WoodrowWilson-2_32",2
"WoodrowWilson-2_33",2
"WoodrowWilson-2_34",2
"WoodrowWilson-2_35",2
"WoodrowWilson-2_36",2
"WoodrowWilson-2_37",2
"WoodrowWilson-2_38",9
"WoodrowWilson-2_39",2
"WoodrowWilson-2_40",2
"WoodrowWilson-2_41",6
"WoodrowWilson-2_42",15
"WoodrowWilson-2_43",15
"WoodrowWilson-2_44",15
"WoodrowWilson-2_45",15
"WoodrowWilson-2_46",6
"WoodrowWilson-2_47",10
"WoodrowWilson-2_48",6
"WoodrowWilson-2_49",5
"WoodrowWilson-2_50",4
"WoodrowWilson-2_51",11
"WoodrowWilson-2_52",2
"WoodrowWilson-2_53",7
"WoodrowWilson-2_54",13
"WoodrowWilson-2_55",13
"WoodrowWilson-2_56",13
"WoodrowWilson-2_57",13
"WoodrowWilson-2_58",5
"WoodrowWilson-2_59",13
"WoodrowWilson-2_60",5
"WoodrowWilson-2_61",5
"WoodrowWilson-2_62",5
"WoodrowWilson-2_63",5
"WoodrowWilson-2_64",5
"WoodrowWilson-2_65",5
"WoodrowWilson-2_66",6
"WarrenGHarding-1_2",3
"WarrenGHarding-1_3",14
"WarrenGHarding-1_4",5
"WarrenGHarding-1_5",5
"WarrenGHarding-1_6",5
"WarrenGHarding-1_7",6
"WarrenGHarding-1_8",6
"WarrenGHarding-1_9",6
"WarrenGHarding-1_10",6
"WarrenGHarding-1_11",6
"WarrenGHarding-1_12",6
"WarrenGHarding-1_13",9
"WarrenGHarding-1_14",9
"WarrenGHarding-1_15",9
"WarrenGHarding-1_16",2
"WarrenGHarding-1_17",6
"WarrenGHarding-1_18",2
"WarrenGHarding-1_19",6
"WarrenGHarding-1_20",14
"WarrenGHarding-1_21",5
"WarrenGHarding-1_22",3
"WarrenGHarding-1_23",3
"WarrenGHarding-1_24",6
"WarrenGHarding-1_25",3
"WarrenGHarding-1_26",2
"WarrenGHarding-1_27",4
"WarrenGHarding-1_28",9
"WarrenGHarding-1_29",7
"WarrenGHarding-1_30",9
"WarrenGHarding-1_31",9
"WarrenGHarding-1_32",6
"WarrenGHarding-1_33",15
"WarrenGHarding-1_34",2
"WarrenGHarding-1_35",2
"WarrenGHarding-1_36",9
"WarrenGHarding-1_37",9
"WarrenGHarding-1_38",9
"WarrenGHarding-1_39",11
"WarrenGHarding-1_40",10
"WarrenGHarding-1_41",10
"WarrenGHarding-1_42",7
"WarrenGHarding-1_43",7
"WarrenGHarding-1_44",7
"WarrenGHarding-1_45",6
"WarrenGHarding-1_46",6
"WarrenGHarding-1_47",6
"WarrenGHarding-1_48",6
"WarrenGHarding-1_49",3
"WarrenGHarding-1_50",6
"WarrenGHarding-1_51",6
"WarrenGHarding-1_52",6
"WarrenGHarding-1_53",12
"WarrenGHarding-1_54",12
"WarrenGHarding-1_55",6
"WarrenGHarding-1_56",14
"WarrenGHarding-1_57",14
"WarrenGHarding-1_58",14
"WarrenGHarding-1_59",1
"WarrenGHarding-1_60",3
"WarrenGHarding-1_61",3
"WarrenGHarding-1_62",3
"WarrenGHarding-1_63",2
"WarrenGHarding-1_64",2
"WarrenGHarding-1_65",15
"WarrenGHarding-1_66",2
"WarrenGHarding-1_67",2
"WarrenGHarding-1_68",11
"WarrenGHarding-1_69",5
"WarrenGHarding-1_70",5
"WarrenGHarding-1_71",14
"WarrenGHarding-1_72",5
"WarrenGHarding-1_73",14
"WarrenGHarding-1_74",2
"WarrenGHarding-1_75",2
"WarrenGHarding-1_76",2
"WarrenGHarding-1_77",2
"WarrenGHarding-1_78",6
"WarrenGHarding-1_79",11
"WarrenGHarding-1_80",1
"WarrenGHarding-1_81",1
"WarrenGHarding-1_82",1
"WarrenGHarding-1_83",3
"WarrenGHarding-1_84",2
"WarrenGHarding-1_85",3
"WarrenGHarding-1_86",1
"WarrenGHarding-1_87",12
"WarrenGHarding-1_88",1
"WarrenGHarding-1_89",1
"WarrenGHarding-1_90",1
"WarrenGHarding-1_91",12
"WarrenGHarding-1_92",3
"WarrenGHarding-1_93",3
"WarrenGHarding-1_94",3
"WarrenGHarding-1_95",3
"WarrenGHarding-1_96",3
"WarrenGHarding-1_97",3
"WarrenGHarding-1_98",2
"WarrenGHarding-1_99",6
"WarrenGHarding-1_100",2
"WarrenGHarding-1_101",6
"WarrenGHarding-1_102",3
"WarrenGHarding-1_103",3
"WarrenGHarding-1_104",3
"WarrenGHarding-1_105",3
"WarrenGHarding-1_106",12
"WarrenGHarding-1_107",6
"WarrenGHarding-1_108",12
"WarrenGHarding-1_109",6
"WarrenGHarding-1_110",1
"WarrenGHarding-1_111",12
"WarrenGHarding-1_112",1
"WarrenGHarding-1_113",6
"WarrenGHarding-1_114",6
"WarrenGHarding-1_115",8
"WarrenGHarding-1_116",8
"WarrenGHarding-1_117",3
"WarrenGHarding-1_118",6
"WarrenGHarding-1_119",6
"WarrenGHarding-1_120",6
"WarrenGHarding-1_121",8
"WarrenGHarding-1_122",9
"WarrenGHarding-1_123",9
"WarrenGHarding-1_124",6
"WarrenGHarding-1_125",2
"WarrenGHarding-1_126",7
"WarrenGHarding-1_127",7
"WarrenGHarding-1_128",2
"WarrenGHarding-1_129",4
"WarrenGHarding-1_130",12
"WarrenGHarding-1_131",12
"WarrenGHarding-1_132",12
"WarrenGHarding-1_133",12
"WarrenGHarding-1_134",9
"WarrenGHarding-1_135",9
"WarrenGHarding-1_136",12
"WarrenGHarding-1_137",12
"WarrenGHarding-1_138",12
"WarrenGHarding-1_139",9
"WarrenGHarding-1_140",5
"WarrenGHarding-1_141",15
"WarrenGHarding-1_142",4
"WarrenGHarding-1_143",12
"WarrenGHarding-1_144",12
"WarrenGHarding-1_145",12
"WarrenGHarding-1_146",14
"WarrenGHarding-1_147",14
"WarrenGHarding-1_148",12
"WarrenGHarding-1_149",9
"WarrenGHarding-1_150",12
"WarrenGHarding-1_151",12
"WarrenGHarding-1_152",5
"WarrenGHarding-1_153",5
"WarrenGHarding-1_154",5
"WarrenGHarding-1_155",5
"WarrenGHarding-1_156",5
"WarrenGHarding-1_157",9
"WarrenGHarding-1_158",9
"WarrenGHarding-1_159",9
"WarrenGHarding-1_160",13
"WarrenGHarding-1_161",5
"WarrenGHarding-1_162",13
"WarrenGHarding-1_163",13
"CalvinCoolidge-1_2",1
"CalvinCoolidge-1_3",3
"CalvinCoolidge-1_4",7
"CalvinCoolidge-1_5",12
"CalvinCoolidge-1_6",12
"CalvinCoolidge-1_7",6
"CalvinCoolidge-1_8",14
"CalvinCoolidge-1_9",3
"CalvinCoolidge-1_10",4
"CalvinCoolidge-1_11",4
"CalvinCoolidge-1_12",6
"CalvinCoolidge-1_13",6
"CalvinCoolidge-1_14",6
"CalvinCoolidge-1_15",2
"CalvinCoolidge-1_16",11
"CalvinCoolidge-1_17",13
"CalvinCoolidge-1_18",15
"CalvinCoolidge-1_19",15
"CalvinCoolidge-1_20",11
"CalvinCoolidge-1_21",11
"CalvinCoolidge-1_22",11
"CalvinCoolidge-1_23",11
"CalvinCoolidge-1_24",11
"CalvinCoolidge-1_25",11
"CalvinCoolidge-1_26",6
"CalvinCoolidge-1_27",4
"CalvinCoolidge-1_28",4
"CalvinCoolidge-1_29",4
"CalvinCoolidge-1_30",3
"CalvinCoolidge-1_31",15
"CalvinCoolidge-1_32",15
"CalvinCoolidge-1_33",13
"CalvinCoolidge-1_34",4
"CalvinCoolidge-1_35",6
"CalvinCoolidge-1_36",11
"CalvinCoolidge-1_37",11
"CalvinCoolidge-1_38",11
"CalvinCoolidge-1_39",9
"CalvinCoolidge-1_40",15
"CalvinCoolidge-1_41",15
"CalvinCoolidge-1_42",15
"CalvinCoolidge-1_43",15
"CalvinCoolidge-1_44",2
"CalvinCoolidge-1_45",12
"CalvinCoolidge-1_46",1
"CalvinCoolidge-1_47",7
"CalvinCoolidge-1_48",9
"CalvinCoolidge-1_49",9
"CalvinCoolidge-1_50",9
"CalvinCoolidge-1_51",9
"CalvinCoolidge-1_52",3
"CalvinCoolidge-1_53",15
"CalvinCoolidge-1_54",4
"CalvinCoolidge-1_55",4
"CalvinCoolidge-1_56",15
"CalvinCoolidge-1_57",15
"CalvinCoolidge-1_58",15
"CalvinCoolidge-1_59",11
"CalvinCoolidge-1_60",11
"CalvinCoolidge-1_61",11
"CalvinCoolidge-1_62",7
"CalvinCoolidge-1_63",12
"CalvinCoolidge-1_64",1
"CalvinCoolidge-1_65",1
"CalvinCoolidge-1_66",1
"CalvinCoolidge-1_67",6
"CalvinCoolidge-1_68",15
"CalvinCoolidge-1_69",15
"CalvinCoolidge-1_70",11
"CalvinCoolidge-1_71",11
"CalvinCoolidge-1_72",1
"CalvinCoolidge-1_73",3
"CalvinCoolidge-1_74",3
"CalvinCoolidge-1_75",3
"CalvinCoolidge-1_76",9
"CalvinCoolidge-1_77",8
"CalvinCoolidge-1_78",15
"CalvinCoolidge-1_79",15
"CalvinCoolidge-1_80",6
"CalvinCoolidge-1_81",2
"CalvinCoolidge-1_82",3
"CalvinCoolidge-1_83",15
"CalvinCoolidge-1_84",9
"CalvinCoolidge-1_85",15
"CalvinCoolidge-1_86",2
"CalvinCoolidge-1_87",15
"CalvinCoolidge-1_88",15
"CalvinCoolidge-1_89",15
"CalvinCoolidge-1_90",11
"CalvinCoolidge-1_91",2
"CalvinCoolidge-1_92",12
"CalvinCoolidge-1_93",4
"CalvinCoolidge-1_94",4
"CalvinCoolidge-1_95",1
"CalvinCoolidge-1_96",7
"CalvinCoolidge-1_97",6
"CalvinCoolidge-1_98",9
"CalvinCoolidge-1_99",8
"CalvinCoolidge-1_100",8
"CalvinCoolidge-1_101",5
"CalvinCoolidge-1_102",5
"CalvinCoolidge-1_103",5
"CalvinCoolidge-1_104",7
"CalvinCoolidge-1_105",7
"CalvinCoolidge-1_106",7
"CalvinCoolidge-1_107",7
"CalvinCoolidge-1_108",7
"CalvinCoolidge-1_109",1
"CalvinCoolidge-1_110",1
"CalvinCoolidge-1_111",1
"CalvinCoolidge-1_112",1
"CalvinCoolidge-1_113",12
"CalvinCoolidge-1_114",2
"CalvinCoolidge-1_115",12
"CalvinCoolidge-1_116",1
"CalvinCoolidge-1_117",1
"CalvinCoolidge-1_118",1
"CalvinCoolidge-1_119",1
"CalvinCoolidge-1_120",1
"CalvinCoolidge-1_121",1
"CalvinCoolidge-1_122",1
"CalvinCoolidge-1_123",1
"CalvinCoolidge-1_124",1
"CalvinCoolidge-1_125",1
"CalvinCoolidge-1_126",1
"CalvinCoolidge-1_127",4
"CalvinCoolidge-1_128",1
"CalvinCoolidge-1_129",1
"CalvinCoolidge-1_130",1
"CalvinCoolidge-1_131",6
"CalvinCoolidge-1_132",1
"CalvinCoolidge-1_133",4
"CalvinCoolidge-1_134",11
"CalvinCoolidge-1_135",11
"CalvinCoolidge-1_136",1
"CalvinCoolidge-1_137",1
"CalvinCoolidge-1_138",3
"CalvinCoolidge-1_139",1
"CalvinCoolidge-1_140",1
"CalvinCoolidge-1_141",1
"CalvinCoolidge-1_142",12
"CalvinCoolidge-1_143",1
"CalvinCoolidge-1_144",1
"CalvinCoolidge-1_145",2
"CalvinCoolidge-1_146",12
"CalvinCoolidge-1_147",4
"CalvinCoolidge-1_148",4
"CalvinCoolidge-1_149",8
"CalvinCoolidge-1_150",7
"CalvinCoolidge-1_151",7
"CalvinCoolidge-1_152",8
"CalvinCoolidge-1_153",10
"CalvinCoolidge-1_154",10
"CalvinCoolidge-1_155",1
"CalvinCoolidge-1_156",5
"CalvinCoolidge-1_157",6
"CalvinCoolidge-1_158",6
"CalvinCoolidge-1_159",6
"CalvinCoolidge-1_160",1
"CalvinCoolidge-1_161",12
"CalvinCoolidge-1_162",12
"CalvinCoolidge-1_163",12
"CalvinCoolidge-1_164",12
"CalvinCoolidge-1_165",10
"CalvinCoolidge-1_166",5
"CalvinCoolidge-1_167",10
"CalvinCoolidge-1_168",5
"CalvinCoolidge-1_169",7
"CalvinCoolidge-1_170",7
"CalvinCoolidge-1_171",7
"CalvinCoolidge-1_172",7
"CalvinCoolidge-1_173",4
"CalvinCoolidge-1_174",4
"CalvinCoolidge-1_175",6
"CalvinCoolidge-1_176",2
"CalvinCoolidge-1_177",15
"CalvinCoolidge-1_178",7
"CalvinCoolidge-1_179",15
"CalvinCoolidge-1_180",1
"CalvinCoolidge-1_181",12
"CalvinCoolidge-1_182",4
"CalvinCoolidge-1_183",4
"CalvinCoolidge-1_184",2
"CalvinCoolidge-1_185",8
"CalvinCoolidge-1_186",2
"CalvinCoolidge-1_187",6
"CalvinCoolidge-1_188",6
"CalvinCoolidge-1_189",2
"CalvinCoolidge-1_190",2
"CalvinCoolidge-1_191",3
"CalvinCoolidge-1_192",4
"CalvinCoolidge-1_193",4
"CalvinCoolidge-1_194",12
"CalvinCoolidge-1_195",12
"CalvinCoolidge-1_196",12
"CalvinCoolidge-1_197",8
"CalvinCoolidge-1_198",11
"CalvinCoolidge-1_199",13
"HerbertHoover-1_2",5
"HerbertHoover-1_3",5
"HerbertHoover-1_4",4
"HerbertHoover-1_5",4
"HerbertHoover-1_6",12
"HerbertHoover-1_7",9
"HerbertHoover-1_8",9
"HerbertHoover-1_9",9
"HerbertHoover-1_10",14
"HerbertHoover-1_11",4
"HerbertHoover-1_12",15
"HerbertHoover-1_13",4
"HerbertHoover-1_14",9
"HerbertHoover-1_15",10
"HerbertHoover-1_16",6
"HerbertHoover-1_17",3
"HerbertHoover-1_18",13
"HerbertHoover-1_19",11
"HerbertHoover-1_20",1
"HerbertHoover-1_21",5
"HerbertHoover-1_22",6
"HerbertHoover-1_23",6
"HerbertHoover-1_24",6
"HerbertHoover-1_25",7
"HerbertHoover-1_26",7
"HerbertHoover-1_27",7
"HerbertHoover-1_28",7
"HerbertHoover-1_29",7
"HerbertHoover-1_30",10
"HerbertHoover-1_31",10
"HerbertHoover-1_32",2
"HerbertHoover-1_33",2
"HerbertHoover-1_34",7
"HerbertHoover-1_35",7
"HerbertHoover-1_36",13
"HerbertHoover-1_37",7
"HerbertHoover-1_38",7
"HerbertHoover-1_39",7
"HerbertHoover-1_40",7
"HerbertHoover-1_41",7
"HerbertHoover-1_42",7
"HerbertHoover-1_43",7
"HerbertHoover-1_44",8
"HerbertHoover-1_45",7
"HerbertHoover-1_46",7
"HerbertHoover-1_47",7
"HerbertHoover-1_48",5
"HerbertHoover-1_49",7
"HerbertHoover-1_50",7
"HerbertHoover-1_51",7
"HerbertHoover-1_52",7
"HerbertHoover-1_53",7
"HerbertHoover-1_54",7
"HerbertHoover-1_55",2
"HerbertHoover-1_56",7
"HerbertHoover-1_57",7
"HerbertHoover-1_58",7
"HerbertHoover-1_59",7
"HerbertHoover-1_60",7
"HerbertHoover-1_61",15
"HerbertHoover-1_62",12
"HerbertHoover-1_63",12
"HerbertHoover-1_64",12
"HerbertHoover-1_65",12
"HerbertHoover-1_66",1
"HerbertHoover-1_67",10
"HerbertHoover-1_68",10
"HerbertHoover-1_69",1
"HerbertHoover-1_70",6
"HerbertHoover-1_71",6
"HerbertHoover-1_72",6
"HerbertHoover-1_73",12
"HerbertHoover-1_74",12
"HerbertHoover-1_75",7
"HerbertHoover-1_76",12
"HerbertHoover-1_77",12
"HerbertHoover-1_78",12
"HerbertHoover-1_79",12
"HerbertHoover-1_80",2
"HerbertHoover-1_81",2
"HerbertHoover-1_82",6
"HerbertHoover-1_83",6
"HerbertHoover-1_84",6
"HerbertHoover-1_85",3
"HerbertHoover-1_86",6
"HerbertHoover-1_87",2
"HerbertHoover-1_88",3
"HerbertHoover-1_89",12
"HerbertHoover-1_90",12
"HerbertHoover-1_91",12
"HerbertHoover-1_92",12
"HerbertHoover-1_93",12
"HerbertHoover-1_94",9
"HerbertHoover-1_95",2
"HerbertHoover-1_96",2
"HerbertHoover-1_97",6
"HerbertHoover-1_98",6
"HerbertHoover-1_99",1
"HerbertHoover-1_100",6
"HerbertHoover-1_101",6
"HerbertHoover-1_102",6
"HerbertHoover-1_103",6
"HerbertHoover-1_104",14
"HerbertHoover-1_105",6
"HerbertHoover-1_106",9
"HerbertHoover-1_107",15
"HerbertHoover-1_108",15
"HerbertHoover-1_109",11
"HerbertHoover-1_110",15
"HerbertHoover-1_111",11
"HerbertHoover-1_112",7
"HerbertHoover-1_113",15
"HerbertHoover-1_114",7
"HerbertHoover-1_115",7
"HerbertHoover-1_116",7
"HerbertHoover-1_117",7
"HerbertHoover-1_118",15
"HerbertHoover-1_119",15
"HerbertHoover-1_120",15
"HerbertHoover-1_121",6
"HerbertHoover-1_122",1
"HerbertHoover-1_123",6
"HerbertHoover-1_124",12
"HerbertHoover-1_125",11
"HerbertHoover-1_126",9
"HerbertHoover-1_127",9
"HerbertHoover-1_128",9
"HerbertHoover-1_129",5
"HerbertHoover-1_130",9
"HerbertHoover-1_131",9
"HerbertHoover-1_132",9
"HerbertHoover-1_133",9
"HerbertHoover-1_134",9
"HerbertHoover-1_135",4
"HerbertHoover-1_136",4
"HerbertHoover-1_137",4
"HerbertHoover-1_138",15
"HerbertHoover-1_139",15
"HerbertHoover-1_140",15
"HerbertHoover-1_141",7
"HerbertHoover-1_142",7
"HerbertHoover-1_143",7
"HerbertHoover-1_144",7
"HerbertHoover-1_145",7
"HerbertHoover-1_146",10
"HerbertHoover-1_147",10
"HerbertHoover-1_148",7
"HerbertHoover-1_149",7
"HerbertHoover-1_150",7
"HerbertHoover-1_151",7
"HerbertHoover-1_152",7
"HerbertHoover-1_153",1
"HerbertHoover-1_154",12
"HerbertHoover-1_155",12
"HerbertHoover-1_156",15
"HerbertHoover-1_157",15
"HerbertHoover-1_158",9
"HerbertHoover-1_159",2
"HerbertHoover-1_160",14
"HerbertHoover-1_161",14
"HerbertHoover-1_162",3
"HerbertHoover-1_163",2
"HerbertHoover-1_164",6
"HerbertHoover-1_165",6
"HerbertHoover-1_166",6
"HerbertHoover-1_167",6
"HerbertHoover-1_168",9
"HerbertHoover-1_169",5
"HerbertHoover-1_170",5
"HerbertHoover-1_171",5
"HerbertHoover-1_172",12
"HerbertHoover-1_173",14
"HerbertHoover-1_174",14
"HerbertHoover-1_175",12
"HerbertHoover-1_176",6
"HerbertHoover-1_177",6
"HerbertHoover-1_178",6
"HerbertHoover-1_179",6
"HerbertHoover-1_180",6
"HerbertHoover-1_181",6
"HerbertHoover-1_182",6
"HerbertHoover-1_183",12
"HerbertHoover-1_184",6
"HerbertHoover-1_185",5
"HerbertHoover-1_186",5
"HerbertHoover-1_187",6
"HerbertHoover-1_188",4
"HerbertHoover-1_189",4
"HerbertHoover-1_190",1
"HerbertHoover-1_191",5
"HerbertHoover-1_192",5
"HerbertHoover-1_193",5
"HerbertHoover-1_194",5
"HerbertHoover-1_195",5
"FranklinDRoosevelt-1_2",4
"FranklinDRoosevelt-1_3",12
"FranklinDRoosevelt-1_4",3
"FranklinDRoosevelt-1_5",3
"FranklinDRoosevelt-1_6",3
"FranklinDRoosevelt-1_7",3
"FranklinDRoosevelt-1_8",3
"FranklinDRoosevelt-1_9",2
"FranklinDRoosevelt-1_10",2
"FranklinDRoosevelt-1_11",1
"FranklinDRoosevelt-1_12",1
"FranklinDRoosevelt-1_13",1
"FranklinDRoosevelt-1_14",12
"FranklinDRoosevelt-1_15",12
"FranklinDRoosevelt-1_16",12
"FranklinDRoosevelt-1_17",12
"FranklinDRoosevelt-1_18",8
"FranklinDRoosevelt-1_19",2
"FranklinDRoosevelt-1_20",2
"FranklinDRoosevelt-1_21",4
"FranklinDRoosevelt-1_22",4
"FranklinDRoosevelt-1_23",12
"FranklinDRoosevelt-1_24",12
"FranklinDRoosevelt-1_25",8
"FranklinDRoosevelt-1_26",7
"FranklinDRoosevelt-1_27",1
"FranklinDRoosevelt-1_28",12
"FranklinDRoosevelt-1_29",14
"FranklinDRoosevelt-1_30",14
"FranklinDRoosevelt-1_31",14
"FranklinDRoosevelt-1_32",6
"FranklinDRoosevelt-1_33",6
"FranklinDRoosevelt-1_34",12
"FranklinDRoosevelt-1_35",12
"FranklinDRoosevelt-1_36",12
"FranklinDRoosevelt-1_37",12
"FranklinDRoosevelt-1_38",12
"FranklinDRoosevelt-1_39",12
"FranklinDRoosevelt-1_40",12
"FranklinDRoosevelt-1_41",5
"FranklinDRoosevelt-1_42",5
"FranklinDRoosevelt-1_43",9
"FranklinDRoosevelt-1_44",3
"FranklinDRoosevelt-1_45",3
"FranklinDRoosevelt-1_46",12
"FranklinDRoosevelt-1_47",12
"FranklinDRoosevelt-1_48",12
"FranklinDRoosevelt-1_49",12
"FranklinDRoosevelt-1_50",12
"FranklinDRoosevelt-1_51",12
"FranklinDRoosevelt-1_52",12
"FranklinDRoosevelt-1_53",2
"FranklinDRoosevelt-1_54",9
"FranklinDRoosevelt-1_55",1
"FranklinDRoosevelt-1_56",1
"FranklinDRoosevelt-1_57",1
"FranklinDRoosevelt-1_58",7
"FranklinDRoosevelt-1_59",7
"FranklinDRoosevelt-1_60",7
"FranklinDRoosevelt-1_61",1
"FranklinDRoosevelt-1_62",15
"FranklinDRoosevelt-1_63",12
"FranklinDRoosevelt-1_64",12
"FranklinDRoosevelt-1_65",4
"FranklinDRoosevelt-1_66",9
"FranklinDRoosevelt-1_67",9
"FranklinDRoosevelt-1_68",15
"FranklinDRoosevelt-1_69",15
"FranklinDRoosevelt-1_70",15
"FranklinDRoosevelt-1_71",3
"FranklinDRoosevelt-1_72",3
"FranklinDRoosevelt-1_73",3
"FranklinDRoosevelt-1_74",3
"FranklinDRoosevelt-1_75",3
"FranklinDRoosevelt-1_76",3
"FranklinDRoosevelt-1_77",1
"FranklinDRoosevelt-1_78",1
"FranklinDRoosevelt-1_79",1
"FranklinDRoosevelt-1_80",1
