"","V1"
"WilliamHenryHarrison-1_29",3
"WilliamHenryHarrison-1_30",8
"WilliamHenryHarrison-1_31",8
"WilliamHenryHarrison-1_32",1
"WilliamHenryHarrison-1_33",1
"WilliamHenryHarrison-1_34",3
"WilliamHenryHarrison-1_35",3
"WilliamHenryHarrison-1_36",3
"WilliamHenryHarrison-1_37",3
"WilliamHenryHarrison-1_38",3
"WilliamHenryHarrison-1_39",3
"WilliamHenryHarrison-1_40",3
"WilliamHenryHarrison-1_41",8
"WilliamHenryHarrison-1_42",3
"WilliamHenryHarrison-1_43",3
"WilliamHenryHarrison-1_44",1
"WilliamHenryHarrison-1_45",1
"WilliamHenryHarrison-1_46",1
"WilliamHenryHarrison-1_47",1
"WilliamHenryHarrison-1_48",1
"WilliamHenryHarrison-1_49",1
"WilliamHenryHarrison-1_50",9
"WilliamHenryHarrison-1_51",6
"WilliamHenryHarrison-1_52",2
"WilliamHenryHarrison-1_53",2
"WilliamHenryHarrison-1_54",6
"WilliamHenryHarrison-1_55",3
"WilliamHenryHarrison-1_56",8
"WilliamHenryHarrison-1_57",3
"WilliamHenryHarrison-1_58",8
"WilliamHenryHarrison-1_59",8
"WilliamHenryHarrison-1_60",8
"WilliamHenryHarrison-1_61",8
"WilliamHenryHarrison-1_62",8
"WilliamHenryHarrison-1_63",8
"WilliamHenryHarrison-1_64",8
"WilliamHenryHarrison-1_65",8
"WilliamHenryHarrison-1_66",8
"WilliamHenryHarrison-1_67",3
"WilliamHenryHarrison-1_68",1
"WilliamHenryHarrison-1_69",1
"WilliamHenryHarrison-1_70",1
"WilliamHenryHarrison-1_71",1
"WilliamHenryHarrison-1_72",1
"WilliamHenryHarrison-1_73",1
"WilliamHenryHarrison-1_74",8
"WilliamHenryHarrison-1_75",8
"WilliamHenryHarrison-1_76",8
"WilliamHenryHarrison-1_77",8
"WilliamHenryHarrison-1_78",1
"WilliamHenryHarrison-1_79",1
"WilliamHenryHarrison-1_80",1
"WilliamHenryHarrison-1_81",3
"WilliamHenryHarrison-1_82",3
"WilliamHenryHarrison-1_83",8
"WilliamHenryHarrison-1_84",8
"WilliamHenryHarrison-1_85",8
"WilliamHenryHarrison-1_86",3
"WilliamHenryHarrison-1_87",8
"WilliamHenryHarrison-1_88",3
"WilliamHenryHarrison-1_89",1
"WilliamHenryHarrison-1_90",3
"WilliamHenryHarrison-1_91",1
"WilliamHenryHarrison-1_92",3
"WilliamHenryHarrison-1_93",3
"WilliamHenryHarrison-1_94",3
"WilliamHenryHarrison-1_95",3
"WilliamHenryHarrison-1_96",3
"WilliamHenryHarrison-1_97",3
"WilliamHenryHarrison-1_98",3
"WilliamHenryHarrison-1_99",3
"WilliamHenryHarrison-1_100",1
"WilliamHenryHarrison-1_101",1
"WilliamHenryHarrison-1_102",1
"WilliamHenryHarrison-1_103",1
"WilliamHenryHarrison-1_104",8
"WilliamHenryHarrison-1_105",8
"WilliamHenryHarrison-1_106",8
"WilliamHenryHarrison-1_107",8
"WilliamHenryHarrison-1_108",8
"WilliamHenryHarrison-1_109",4
"WilliamHenryHarrison-1_110",4
"WilliamHenryHarrison-1_111",4
"WilliamHenryHarrison-1_112",8
"WilliamHenryHarrison-1_113",8
"WilliamHenryHarrison-1_114",8
"WilliamHenryHarrison-1_115",8
"WilliamHenryHarrison-1_116",8
"WilliamHenryHarrison-1_117",8
"WilliamHenryHarrison-1_118",6
"WilliamHenryHarrison-1_119",6
"WilliamHenryHarrison-1_120",6
"WilliamHenryHarrison-1_121",1
"WilliamHenryHarrison-1_122",1
"WilliamHenryHarrison-1_123",8
"WilliamHenryHarrison-1_124",8
"WilliamHenryHarrison-1_125",8
"WilliamHenryHarrison-1_126",3
"WilliamHenryHarrison-1_127",3
"WilliamHenryHarrison-1_128",8
"WilliamHenryHarrison-1_129",8
"WilliamHenryHarrison-1_130",8
"WilliamHenryHarrison-1_131",8
"WilliamHenryHarrison-1_132",8
"WilliamHenryHarrison-1_133",8
"WilliamHenryHarrison-1_134",8
"WilliamHenryHarrison-1_135",3
"WilliamHenryHarrison-1_136",4
"WilliamHenryHarrison-1_137",4
"WilliamHenryHarrison-1_138",4
"WilliamHenryHarrison-1_139",1
"WilliamHenryHarrison-1_140",6
"WilliamHenryHarrison-1_141",2
"WilliamHenryHarrison-1_142",8
"WilliamHenryHarrison-1_143",6
"WilliamHenryHarrison-1_144",3
"WilliamHenryHarrison-1_145",3
"WilliamHenryHarrison-1_146",3
"WilliamHenryHarrison-1_147",5
"WilliamHenryHarrison-1_148",8
"WilliamHenryHarrison-1_149",8
"WilliamHenryHarrison-1_150",3
"WilliamHenryHarrison-1_151",3
"WilliamHenryHarrison-1_152",3
"WilliamHenryHarrison-1_153",3
"WilliamHenryHarrison-1_154",8
"WilliamHenryHarrison-1_155",3
"WilliamHenryHarrison-1_156",3
"WilliamHenryHarrison-1_157",1
"WilliamHenryHarrison-1_158",1
"WilliamHenryHarrison-1_159",1
"WilliamHenryHarrison-1_160",1
"WilliamHenryHarrison-1_161",3
"WilliamHenryHarrison-1_162",1
"WilliamHenryHarrison-1_163",3
"WilliamHenryHarrison-1_164",3
"WilliamHenryHarrison-1_165",3
"WilliamHenryHarrison-1_166",3
"WilliamHenryHarrison-1_167",3
"WilliamHenryHarrison-1_168",3
"WilliamHenryHarrison-1_169",3
"WilliamHenryHarrison-1_170",3
"WilliamHenryHarrison-1_171",3
"WilliamHenryHarrison-1_172",3
"WilliamHenryHarrison-1_173",3
"WilliamHenryHarrison-1_174",3
"WilliamHenryHarrison-1_175",3
"WilliamHenryHarrison-1_176",3
"WilliamHenryHarrison-1_177",3
"WilliamHenryHarrison-1_178",3
"WilliamHenryHarrison-1_179",3
"WilliamHenryHarrison-1_180",3
"WilliamHenryHarrison-1_181",4
"WilliamHenryHarrison-1_182",4
"WilliamHenryHarrison-1_183",4
"WilliamHenryHarrison-1_184",3
"WilliamHenryHarrison-1_185",1
"WilliamHenryHarrison-1_186",1
"WilliamHenryHarrison-1_187",1
"WilliamHenryHarrison-1_188",3
"WilliamHenryHarrison-1_189",3
"WilliamHenryHarrison-1_190",1
"WilliamHenryHarrison-1_191",1
"WilliamHenryHarrison-1_192",10
"WilliamHenryHarrison-1_193",1
"WilliamHenryHarrison-1_194",10
"WilliamHenryHarrison-1_195",10
"WilliamHenryHarrison-1_196",10
"WilliamHenryHarrison-1_197",10
"WilliamHenryHarrison-1_198",10
"WilliamHenryHarrison-1_199",10
"WilliamHenryHarrison-1_200",10
"WilliamHenryHarrison-1_201",10
"WilliamHenryHarrison-1_202",10
"WilliamHenryHarrison-1_203",10
"WilliamHenryHarrison-1_204",10
"WilliamHenryHarrison-1_205",1
"WilliamHenryHarrison-1_206",3
"WilliamHenryHarrison-1_207",3
"WilliamHenryHarrison-1_208",3
"WilliamHenryHarrison-1_209",3
"WilliamHenryHarrison-1_210",3
"WilliamHenryHarrison-1_211",1
"WilliamHenryHarrison-1_212",1
"WilliamHenryHarrison-1_213",1
"WilliamHenryHarrison-1_214",10
"WilliamHenryHarrison-1_215",10
"WilliamHenryHarrison-1_216",10
"WilliamHenryHarrison-1_217",10
"WilliamHenryHarrison-1_218",10
"WilliamHenryHarrison-1_219",1
"WilliamHenryHarrison-1_220",1
"WilliamHenryHarrison-1_221",6
"WilliamHenryHarrison-1_222",1
"WilliamHenryHarrison-1_223",6
"WilliamHenryHarrison-1_224",1
"WilliamHenryHarrison-1_225",8
"WilliamHenryHarrison-1_226",2
"WilliamHenryHarrison-1_227",6
"WilliamHenryHarrison-1_228",2
"WilliamHenryHarrison-1_229",1
"WilliamHenryHarrison-1_230",6
"WilliamHenryHarrison-1_231",6
"WilliamHenryHarrison-1_232",6
"WilliamHenryHarrison-1_233",6
"WilliamHenryHarrison-1_234",6
"JamesKPolk-1_2",6
"JamesKPolk-1_3",6
"JamesKPolk-1_4",6
"JamesKPolk-1_5",6
"JamesKPolk-1_6",6
"JamesKPolk-1_7",6
"JamesKPolk-1_8",6
"JamesKPolk-1_9",3
"JamesKPolk-1_10",3
"JamesKPolk-1_11",3
"JamesKPolk-1_12",3
"JamesKPolk-1_13",3
"JamesKPolk-1_14",3
"JamesKPolk-1_15",3
"JamesKPolk-1_16",3
"JamesKPolk-1_17",3
"JamesKPolk-1_18",3
"JamesKPolk-1_19",3
"JamesKPolk-1_20",10
"JamesKPolk-1_21",3
"JamesKPolk-1_22",9
"JamesKPolk-1_23",10
"JamesKPolk-1_24",8
"JamesKPolk-1_25",1
"JamesKPolk-1_26",3
"JamesKPolk-1_27",1
"JamesKPolk-1_28",3
"JamesKPolk-1_29",1
"JamesKPolk-1_30",3
"JamesKPolk-1_31",3
"JamesKPolk-1_32",3
"JamesKPolk-1_33",3
"JamesKPolk-1_34",8
"JamesKPolk-1_35",8
"JamesKPolk-1_36",8
"JamesKPolk-1_37",8
"JamesKPolk-1_38",3
"JamesKPolk-1_39",3
"JamesKPolk-1_40",3
"JamesKPolk-1_41",3
"JamesKPolk-1_42",3
"JamesKPolk-1_43",2
"JamesKPolk-1_44",7
"JamesKPolk-1_45",2
"JamesKPolk-1_46",4
"JamesKPolk-1_47",4
"JamesKPolk-1_48",4
"JamesKPolk-1_49",2
"JamesKPolk-1_50",3
"JamesKPolk-1_51",3
"JamesKPolk-1_52",3
"JamesKPolk-1_53",3
"JamesKPolk-1_54",3
"JamesKPolk-1_55",6
"JamesKPolk-1_56",6
"JamesKPolk-1_57",3
"JamesKPolk-1_58",2
"JamesKPolk-1_59",1
"JamesKPolk-1_60",8
"JamesKPolk-1_61",3
"JamesKPolk-1_62",1
"JamesKPolk-1_63",3
"JamesKPolk-1_64",3
"JamesKPolk-1_65",3
"JamesKPolk-1_66",3
"JamesKPolk-1_67",3
"JamesKPolk-1_68",3
"JamesKPolk-1_69",3
"JamesKPolk-1_70",3
"JamesKPolk-1_71",3
"JamesKPolk-1_72",3
"JamesKPolk-1_73",3
"JamesKPolk-1_74",3
"JamesKPolk-1_75",4
"JamesKPolk-1_76",4
"JamesKPolk-1_77",3
"JamesKPolk-1_78",1
"JamesKPolk-1_79",1
"JamesKPolk-1_80",4
"JamesKPolk-1_81",4
"JamesKPolk-1_82",4
"JamesKPolk-1_83",3
"JamesKPolk-1_84",3
"JamesKPolk-1_85",4
"JamesKPolk-1_86",4
"JamesKPolk-1_87",4
"JamesKPolk-1_88",4
"JamesKPolk-1_89",4
"JamesKPolk-1_90",4
"JamesKPolk-1_91",3
"JamesKPolk-1_92",4
"JamesKPolk-1_93",4
"JamesKPolk-1_94",4
"JamesKPolk-1_95",4
"JamesKPolk-1_96",4
"JamesKPolk-1_97",4
"JamesKPolk-1_98",4
"JamesKPolk-1_99",4
"JamesKPolk-1_100",4
"JamesKPolk-1_101",4
"JamesKPolk-1_102",4
"JamesKPolk-1_103",4
"JamesKPolk-1_104",4
"JamesKPolk-1_105",9
"JamesKPolk-1_106",9
"JamesKPolk-1_107",4
"JamesKPolk-1_108",4
"JamesKPolk-1_109",4
"JamesKPolk-1_110",3
"JamesKPolk-1_111",1
"JamesKPolk-1_112",3
"JamesKPolk-1_113",3
"JamesKPolk-1_114",3
"JamesKPolk-1_115",3
"JamesKPolk-1_116",3
"JamesKPolk-1_117",3
"JamesKPolk-1_118",3
"JamesKPolk-1_119",2
"JamesKPolk-1_120",2
"JamesKPolk-1_121",2
"JamesKPolk-1_122",2
"JamesKPolk-1_123",2
"JamesKPolk-1_124",3
"JamesKPolk-1_125",2
"JamesKPolk-1_126",2
"JamesKPolk-1_127",2
"JamesKPolk-1_128",2
"JamesKPolk-1_129",2
"JamesKPolk-1_130",3
"JamesKPolk-1_131",2
"JamesKPolk-1_132",2
"JamesKPolk-1_133",2
"JamesKPolk-1_134",3
"JamesKPolk-1_135",3
"JamesKPolk-1_136",3
"JamesKPolk-1_137",2
"JamesKPolk-1_138",9
"JamesKPolk-1_139",3
"JamesKPolk-1_140",3
"JamesKPolk-1_141",3
"JamesKPolk-1_142",3
"JamesKPolk-1_143",3
"JamesKPolk-1_144",2
"JamesKPolk-1_145",2
"JamesKPolk-1_146",2
"JamesKPolk-1_147",2
"JamesKPolk-1_148",2
"JamesKPolk-1_149",6
"JamesKPolk-1_150",3
"JamesKPolk-1_151",3
"JamesKPolk-1_152",3
"JamesKPolk-1_153",3
"JamesKPolk-1_154",2
"JamesKPolk-1_155",2
"JamesKPolk-1_156",4
"JamesKPolk-1_157",4
"JamesKPolk-1_158",4
"JamesKPolk-1_159",8
"JamesKPolk-1_160",6
"ZacharyTaylor-1_2",6
"ZacharyTaylor-1_3",6
"ZacharyTaylor-1_4",6
"ZacharyTaylor-1_5",6
"ZacharyTaylor-1_6",6
"ZacharyTaylor-1_7",6
"ZacharyTaylor-1_8",6
"ZacharyTaylor-1_9",1
"ZacharyTaylor-1_10",6
"ZacharyTaylor-1_11",6
"ZacharyTaylor-1_12",6
"ZacharyTaylor-1_13",6
"ZacharyTaylor-1_14",6
"ZacharyTaylor-1_15",6
"ZacharyTaylor-1_16",2
"ZacharyTaylor-1_17",2
"ZacharyTaylor-1_18",2
"ZacharyTaylor-1_19",2
"ZacharyTaylor-1_20",6
"ZacharyTaylor-1_21",6
"ZacharyTaylor-1_22",4
"ZacharyTaylor-1_23",4
"ZacharyTaylor-1_24",4
"ZacharyTaylor-1_25",1
"ZacharyTaylor-1_26",1
"ZacharyTaylor-1_27",1
"FranklinPierce-1_2",6
"FranklinPierce-1_3",6
"FranklinPierce-1_4",6
"FranklinPierce-1_5",6
"FranklinPierce-1_6",6
"FranklinPierce-1_7",5
"FranklinPierce-1_8",2
"FranklinPierce-1_9",2
"FranklinPierce-1_10",2
"FranklinPierce-1_11",1
"FranklinPierce-1_12",3
"FranklinPierce-1_13",1
"FranklinPierce-1_14",1
"FranklinPierce-1_15",1
"FranklinPierce-1_16",5
"FranklinPierce-1_17",10
"FranklinPierce-1_18",10
"FranklinPierce-1_19",10
"FranklinPierce-1_20",5
"FranklinPierce-1_21",10
"FranklinPierce-1_22",10
"FranklinPierce-1_23",5
"FranklinPierce-1_24",1
"FranklinPierce-1_25",1
"FranklinPierce-1_26",1
"FranklinPierce-1_27",5
"FranklinPierce-1_28",1
"FranklinPierce-1_29",1
"FranklinPierce-1_30",1
"FranklinPierce-1_31",1
"FranklinPierce-1_32",1
"FranklinPierce-1_33",2
"FranklinPierce-1_34",2
"FranklinPierce-1_35",2
"FranklinPierce-1_36",3
"FranklinPierce-1_37",2
"FranklinPierce-1_38",2
"FranklinPierce-1_39",2
"FranklinPierce-1_40",2
"FranklinPierce-1_41",6
"FranklinPierce-1_42",6
"FranklinPierce-1_43",8
"FranklinPierce-1_44",1
"FranklinPierce-1_45",5
"FranklinPierce-1_46",5
"FranklinPierce-1_47",1
"FranklinPierce-1_48",1
"FranklinPierce-1_49",2
"FranklinPierce-1_50",1
"FranklinPierce-1_51",9
"FranklinPierce-1_52",2
"FranklinPierce-1_53",2
"FranklinPierce-1_54",1
"FranklinPierce-1_55",1
"FranklinPierce-1_56",10
"FranklinPierce-1_57",2
"FranklinPierce-1_58",9
"FranklinPierce-1_59",9
"FranklinPierce-1_60",9
"FranklinPierce-1_61",3
"FranklinPierce-1_62",2
"FranklinPierce-1_63",2
"FranklinPierce-1_64",2
"FranklinPierce-1_65",2
"FranklinPierce-1_66",6
"FranklinPierce-1_67",6
"FranklinPierce-1_68",6
"FranklinPierce-1_69",8
"FranklinPierce-1_70",9
"FranklinPierce-1_71",6
"FranklinPierce-1_72",6
"FranklinPierce-1_73",6
"FranklinPierce-1_74",6
"FranklinPierce-1_75",6
"FranklinPierce-1_76",6
"FranklinPierce-1_77",6
"FranklinPierce-1_78",6
"FranklinPierce-1_79",3
"FranklinPierce-1_80",3
"FranklinPierce-1_81",3
"FranklinPierce-1_82",3
"FranklinPierce-1_83",3
"FranklinPierce-1_84",3
"FranklinPierce-1_85",3
"FranklinPierce-1_86",8
"FranklinPierce-1_87",5
"FranklinPierce-1_88",5
"FranklinPierce-1_89",4
"FranklinPierce-1_90",9
"FranklinPierce-1_91",3
"FranklinPierce-1_92",6
"FranklinPierce-1_93",1
"FranklinPierce-1_94",1
"FranklinPierce-1_95",9
"FranklinPierce-1_96",1
"FranklinPierce-1_97",3
"FranklinPierce-1_98",3
"FranklinPierce-1_99",3
"FranklinPierce-1_100",3
"FranklinPierce-1_101",8
"FranklinPierce-1_102",8
"FranklinPierce-1_103",6
"FranklinPierce-1_104",6
"FranklinPierce-1_105",6
"FranklinPierce-1_106",6
"FranklinPierce-1_107",2
"FranklinPierce-1_108",5
"FranklinPierce-1_109",1
"FranklinPierce-1_110",1
"FranklinPierce-1_111",5
"JamesBuchanan-1_2",6
"JamesBuchanan-1_3",6
"JamesBuchanan-1_4",6
"JamesBuchanan-1_5",1
"JamesBuchanan-1_6",1
"JamesBuchanan-1_7",5
"JamesBuchanan-1_8",3
"JamesBuchanan-1_9",8
"JamesBuchanan-1_10",8
"JamesBuchanan-1_11",8
"JamesBuchanan-1_12",8
"JamesBuchanan-1_13",8
"JamesBuchanan-1_14",8
"JamesBuchanan-1_15",8
"JamesBuchanan-1_16",3
"JamesBuchanan-1_17",3
"JamesBuchanan-1_18",3
"JamesBuchanan-1_19",3
"JamesBuchanan-1_20",3
"JamesBuchanan-1_21",1
"JamesBuchanan-1_22",1
"JamesBuchanan-1_23",1
"JamesBuchanan-1_24",1
"JamesBuchanan-1_25",3
"JamesBuchanan-1_26",8
"JamesBuchanan-1_27",8
"JamesBuchanan-1_28",8
"JamesBuchanan-1_29",4
"JamesBuchanan-1_30",1
"JamesBuchanan-1_31",1
"JamesBuchanan-1_32",1
"JamesBuchanan-1_33",1
"JamesBuchanan-1_34",1
"JamesBuchanan-1_35",1
"JamesBuchanan-1_36",2
"JamesBuchanan-1_37",2
"JamesBuchanan-1_38",2
"JamesBuchanan-1_39",3
"JamesBuchanan-1_40",3
"JamesBuchanan-1_41",6
"JamesBuchanan-1_42",4
"JamesBuchanan-1_43",1
"JamesBuchanan-1_44",4
"JamesBuchanan-1_45",4
"JamesBuchanan-1_46",4
"JamesBuchanan-1_47",9
"JamesBuchanan-1_48",3
"JamesBuchanan-1_49",4
"JamesBuchanan-1_50",4
"JamesBuchanan-1_51",4
"JamesBuchanan-1_52",4
"JamesBuchanan-1_53",4
"JamesBuchanan-1_54",4
"JamesBuchanan-1_55",4
"JamesBuchanan-1_56",4
"JamesBuchanan-1_57",1
"JamesBuchanan-1_58",7
"JamesBuchanan-1_59",2
"JamesBuchanan-1_60",3
"JamesBuchanan-1_61",3
"JamesBuchanan-1_62",3
"JamesBuchanan-1_63",3
"JamesBuchanan-1_64",3
"JamesBuchanan-1_65",2
"JamesBuchanan-1_66",2
"JamesBuchanan-1_67",2
"JamesBuchanan-1_68",2
"JamesBuchanan-1_69",2
"JamesBuchanan-1_70",2
"JamesBuchanan-1_71",2
"JamesBuchanan-1_72",3
"JamesBuchanan-1_73",3
"JamesBuchanan-1_74",1
"JamesBuchanan-1_75",1
"JamesBuchanan-1_76",1
"JamesBuchanan-1_77",2
"JamesBuchanan-1_78",2
"JamesBuchanan-1_79",2
"JamesBuchanan-1_80",3
"JamesBuchanan-1_81",2
"JamesBuchanan-1_82",2
"JamesBuchanan-1_83",2
"JamesBuchanan-1_84",2
"JamesBuchanan-1_85",2
"JamesBuchanan-1_86",2
"JamesBuchanan-1_87",2
"JamesBuchanan-1_88",4
"JamesBuchanan-1_89",6
"AbrahamLincoln-1_2",3
"AbrahamLincoln-1_3",1
"AbrahamLincoln-1_4",1
"AbrahamLincoln-1_5",1
"AbrahamLincoln-1_6",8
"AbrahamLincoln-1_7",3
"AbrahamLincoln-1_8",8
"AbrahamLincoln-1_9",8
"AbrahamLincoln-1_10",8
"AbrahamLincoln-1_11",8
"AbrahamLincoln-1_12",8
"AbrahamLincoln-1_13",8
"AbrahamLincoln-1_14",8
"AbrahamLincoln-1_15",8
"AbrahamLincoln-1_16",8
"AbrahamLincoln-1_17",8
"AbrahamLincoln-1_18",8
"AbrahamLincoln-1_19",8
"AbrahamLincoln-1_20",8
"AbrahamLincoln-1_21",8
"AbrahamLincoln-1_22",8
"AbrahamLincoln-1_23",8
"AbrahamLincoln-1_24",8
"AbrahamLincoln-1_25",8
"AbrahamLincoln-1_26",8
"AbrahamLincoln-1_27",8
"AbrahamLincoln-1_28",8
"AbrahamLincoln-1_29",2
"AbrahamLincoln-1_30",1
"AbrahamLincoln-1_31",1
"AbrahamLincoln-1_32",3
"AbrahamLincoln-1_33",3
"AbrahamLincoln-1_34",3
"AbrahamLincoln-1_35",8
"AbrahamLincoln-1_36",8
"AbrahamLincoln-1_37",8
"AbrahamLincoln-1_38",8
"AbrahamLincoln-1_39",3
"AbrahamLincoln-1_40",3
"AbrahamLincoln-1_41",3
"AbrahamLincoln-1_42",3
"AbrahamLincoln-1_43",3
"AbrahamLincoln-1_44",3
"AbrahamLincoln-1_45",3
"AbrahamLincoln-1_46",3
"AbrahamLincoln-1_47",3
"AbrahamLincoln-1_48",3
"AbrahamLincoln-1_49",6
"AbrahamLincoln-1_50",6
"AbrahamLincoln-1_51",6
"AbrahamLincoln-1_52",3
"AbrahamLincoln-1_53",3
"AbrahamLincoln-1_54",3
"AbrahamLincoln-1_55",3
"AbrahamLincoln-1_56",3
"AbrahamLincoln-1_57",1
"AbrahamLincoln-1_58",9
"AbrahamLincoln-1_59",9
"AbrahamLincoln-1_60",9
"AbrahamLincoln-1_61",8
"AbrahamLincoln-1_62",5
"AbrahamLincoln-1_63",9
"AbrahamLincoln-1_64",9
"AbrahamLincoln-1_65",9
"AbrahamLincoln-1_66",3
"AbrahamLincoln-1_67",3
"AbrahamLincoln-1_68",9
"AbrahamLincoln-1_69",9
"AbrahamLincoln-1_70",3
"AbrahamLincoln-1_71",8
"AbrahamLincoln-1_72",3
"AbrahamLincoln-1_73",8
"AbrahamLincoln-1_74",8
"AbrahamLincoln-1_75",8
"AbrahamLincoln-1_76",8
"AbrahamLincoln-1_77",8
"AbrahamLincoln-1_78",3
"AbrahamLincoln-1_79",8
"AbrahamLincoln-1_80",3
"AbrahamLincoln-1_81",8
"AbrahamLincoln-1_82",8
"AbrahamLincoln-1_83",8
"AbrahamLincoln-1_84",8
"AbrahamLincoln-1_85",8
"AbrahamLincoln-1_86",8
"AbrahamLincoln-1_87",8
"AbrahamLincoln-1_88",3
"AbrahamLincoln-1_89",3
"AbrahamLincoln-1_90",8
"AbrahamLincoln-1_91",8
"AbrahamLincoln-1_92",8
"AbrahamLincoln-1_93",8
"AbrahamLincoln-1_94",8
"AbrahamLincoln-1_95",8
"AbrahamLincoln-1_96",8
"AbrahamLincoln-1_97",8
"AbrahamLincoln-1_98",8
"AbrahamLincoln-1_99",8
"AbrahamLincoln-1_100",8
"AbrahamLincoln-1_101",8
"AbrahamLincoln-1_102",8
"AbrahamLincoln-1_103",8
"AbrahamLincoln-1_104",8
"AbrahamLincoln-1_105",8
"AbrahamLincoln-1_106",8
"AbrahamLincoln-1_107",8
"AbrahamLincoln-1_108",8
"AbrahamLincoln-1_109",9
"AbrahamLincoln-1_110",9
"AbrahamLincoln-1_111",9
"AbrahamLincoln-1_112",9
"AbrahamLincoln-1_113",2
"AbrahamLincoln-1_114",9
"AbrahamLincoln-1_115",3
"AbrahamLincoln-1_116",1
"AbrahamLincoln-1_117",3
"AbrahamLincoln-1_118",3
"AbrahamLincoln-1_119",8
"AbrahamLincoln-1_120",8
"AbrahamLincoln-1_121",8
"AbrahamLincoln-1_122",8
"AbrahamLincoln-1_123",6
"AbrahamLincoln-1_124",3
"AbrahamLincoln-1_125",10
"AbrahamLincoln-1_126",5
"AbrahamLincoln-1_127",3
"AbrahamLincoln-1_128",8
"AbrahamLincoln-1_129",10
"AbrahamLincoln-1_130",6
"AbrahamLincoln-1_131",3
"AbrahamLincoln-1_132",9
"AbrahamLincoln-1_133",9
"AbrahamLincoln-1_134",9
"AbrahamLincoln-1_135",9
"AbrahamLincoln-1_136",8
"AbrahamLincoln-1_137",8
"AbrahamLincoln-1_138",6
"AbrahamLincoln-1_139",6
"AbrahamLincoln-1_140",4
"AbrahamLincoln-1_141",3
"AbrahamLincoln-1_142",3
"AbrahamLincoln-1_143",6
"AbrahamLincoln-1_144",6
"AbrahamLincoln-1_145",2
"AbrahamLincoln-1_146",9
"AbrahamLincoln-1_147",9
"AbrahamLincoln-2_2",5
"AbrahamLincoln-2_3",2
"AbrahamLincoln-2_4",5
"AbrahamLincoln-2_5",2
"AbrahamLincoln-2_6",2
"AbrahamLincoln-2_7",2
"AbrahamLincoln-2_8",2
"AbrahamLincoln-2_9",2
"AbrahamLincoln-2_10",3
"AbrahamLincoln-2_11",3
"AbrahamLincoln-2_12",3
"AbrahamLincoln-2_13",2
"AbrahamLincoln-2_14",2
"AbrahamLincoln-2_15",2
"AbrahamLincoln-2_16",1
"AbrahamLincoln-2_17",5
"AbrahamLincoln-2_18",5
"AbrahamLincoln-2_19",5
"AbrahamLincoln-2_20",5
"AbrahamLincoln-2_21",5
"AbrahamLincoln-2_22",5
"AbrahamLincoln-2_23",5
"AbrahamLincoln-2_24",5
"AbrahamLincoln-2_25",5
"AbrahamLincoln-2_26",5
"UlyssesSGrant-1_2",6
"UlyssesSGrant-1_3",6
"UlyssesSGrant-1_4",6
"UlyssesSGrant-1_5",6
"UlyssesSGrant-1_6",8
"UlyssesSGrant-1_7",8
"UlyssesSGrant-1_8",8
"UlyssesSGrant-1_9",8
"UlyssesSGrant-1_10",8
"UlyssesSGrant-1_11",8
"UlyssesSGrant-1_12",9
"UlyssesSGrant-1_13",1
"UlyssesSGrant-1_14",10
"UlyssesSGrant-1_15",4
"UlyssesSGrant-1_16",4
"UlyssesSGrant-1_17",4
"UlyssesSGrant-1_18",4
"UlyssesSGrant-1_19",4
"UlyssesSGrant-1_20",4
"UlyssesSGrant-1_21",4
"UlyssesSGrant-1_22",4
"UlyssesSGrant-1_23",4
"UlyssesSGrant-1_24",4
"UlyssesSGrant-1_25",4
"UlyssesSGrant-1_26",4
"UlyssesSGrant-1_27",4
"UlyssesSGrant-1_28",4
"UlyssesSGrant-1_29",1
"UlyssesSGrant-1_30",4
"UlyssesSGrant-1_31",4
"UlyssesSGrant-1_32",4
"UlyssesSGrant-1_33",4
"UlyssesSGrant-1_34",6
"UlyssesSGrant-1_35",9
"UlyssesSGrant-1_36",9
"UlyssesSGrant-1_37",9
"UlyssesSGrant-1_38",8
"UlyssesSGrant-1_39",9
"UlyssesSGrant-1_40",9
"UlyssesSGrant-1_41",8
"UlyssesSGrant-1_42",8
"UlyssesSGrant-1_43",5
"UlyssesSGrant-2_2",5
"UlyssesSGrant-2_3",3
"UlyssesSGrant-2_4",5
"UlyssesSGrant-2_5",3
"UlyssesSGrant-2_6",4
"UlyssesSGrant-2_7",3
"UlyssesSGrant-2_8",2
"UlyssesSGrant-2_9",2
"UlyssesSGrant-2_10",2
"UlyssesSGrant-2_11",2
"UlyssesSGrant-2_12",2
"UlyssesSGrant-2_13",10
"UlyssesSGrant-2_14",8
"UlyssesSGrant-2_15",9
"UlyssesSGrant-2_16",8
"UlyssesSGrant-2_17",8
"UlyssesSGrant-2_18",8
"UlyssesSGrant-2_19",8
"UlyssesSGrant-2_20",8
"UlyssesSGrant-2_21",8
"UlyssesSGrant-2_22",1
"UlyssesSGrant-2_23",2
"UlyssesSGrant-2_24",2
"UlyssesSGrant-2_25",9
"UlyssesSGrant-2_26",4
"UlyssesSGrant-2_27",4
"UlyssesSGrant-2_28",4
"UlyssesSGrant-2_29",2
"UlyssesSGrant-2_30",4
"UlyssesSGrant-2_31",4
"UlyssesSGrant-2_32",4
"UlyssesSGrant-2_33",2
"UlyssesSGrant-2_34",2
